"","lyrics","song","artist"
"295","will.i.am, Jamie Foxx & Anne Hathaway","Blame It (feat. T-Pain)","Jamie Foxx"
"296","Haha
It's Mr. 305 checkin' in for the remix
You know that 75 Street Brazil?
Well, this year gon' be called Calle Ocho
Hahahaha
¿Qué bola Cata, qué bola Omega?
And this how we gon' do it
Dale

One, two, three, four
Uno, dos, tres, cuatro
I know you want me (want me)
You know I want ya (want ya)
I know you want me
You know I want ya (want ya)
I know you want me (want me)
You know I want ya (want ya)
I know you want me
You know I want ya (want ya)

One, two, three, four
Uno, dos, tres, cuatro
Rumba (sí)
Ella quiere su rumba (cómo?)
Rumba (sí)
Ella quiere si rumba (cómo?)
Si e' verdad que tú ere' guapa
Yo te voy a poner gozar
Tú tienes la boca grande, dale, ponte a jugar (cómo?)
One, two, three, four
Uno, dos, tres, cuatro

Tick to the tock, on my way to the top, huh
Pit got it locked from goons to the locks, yuh
R.I.P., uh, BIG and Pac
That he's not, but damn he's hot
Label flop but Pit won't stop
Got her in the cockpit playin' with Pit's (cómo?)
Now watch me make a movie like Albert Hitchcock, haha (enjoy me, woo)

I know you want me (want me)
You know I want ya (want ya)
I know you want me
You know I want ya (want ya)
I know you want me (want me)
You know I want ya (want ya)
I know you want me
You know I want ya (want ya)

One, two, three, four
Uno, dos, tres, cuatro
Rumba (sí)
Ella quiere su rumba (cómo?)
Rumba (sí)
Ella quiere si rumba (cómo?)
Si e' verdad que tú ere' guapa
Yo te voy a poner gozar
Tú tienes la boca grande, dale, ponte a jugar (cómo?)
One, two, three, four
Uno, dos, tres, cuatro

Mami got an ass like a donkey, with a monkey
Look like King Kong, welcome to the crib
305, that's what it is
With the woman down here are the sh-, they don't play games
They off the chain, and they love to do everything
And anything, anything
And they love it gettin' it in, gettin' on
All night long (dale)

I know you want me (want me)
You know I want ya (want ya)
I know you want me
You know I want ya (want ya)
I know you want me (want me)
You know I want ya (want ya)
I know you want me
You know I want ya (want ya)

One, two, three, four
Uno, dos, tres, cuatro
Rumba (sí)
Ella quiere si rumba (cómo?)
Rumba (sí)
Ella quiere si rumba (cómo?)
Si es verdad que tu ere guapa
Yo te voy a poner gozar
Tú tienes la boca grande, dale, ponte a jugar (cómo?)
One, two, three, four
Uno, dos, tres, cuatro

Baby, you can get it, if you with it, we can play
Baby, I got cribs, I got condos we can stay
Even got a king-size mattress we can lay
Baby, I don't care, I don't care, what they say

I know you want me (want me)
You know I want ya (want ya)
I know you want me
You know I want ya (want ya)
I know you want me (want me)
You know I want ya (want ya)
I know you want me
You know I want ya (want ya)

One, two, three, four
Uno, dos, tres, cuatro
Rumba (sí)
Ella quiere si rumba (cómo?)
Rumba (sí)
Ella quiere si rumba (cómo?)
Si es verdad que tu ere guapa
Yo te voy a poner gozar
Tú tienes la boca grande, dale, ponte a jugar (cómo?)
One, two, three, four
Uno, dos, tres, cuatro
","I Know You Want Me (Calle Ocho)","Pitbull"
"297","Miya hee, miya ho, miya hu, miya ha-ha (Ay)
This a special what's happenin' to all my
All my soldiers over there in Iraq
E'rybody right here
What you need to do is be thankful for the life you got
You know what I'm sayin'?
Stop lookin' at what you ain't got
Start bein' thankful for what you do got
Let's give it to 'em baby girl, hey

You're gonna be, a shinin' star
In fancy clothes, and fancy cars
And then you'll see, you're gonna go far
'Cause everyone knows, just who ya are-are

So live your life (eh-eh-eh)
You steady chasin' that paper
Just live your life (oh, eh-eh-eh)
Ain't got no time for no haters
Just live your life (eh-eh-eh)
No tellin' where it'll take ya
Just live your life (oh, eh-eh-eh)
'Cause I'm a paper chaser

Just livin' my life (ayy) my life (oh)
My life (ayy) my life (oh)
Just livin' my life (ayy) my life (oh)
My life (ayy) my life (oh) just livin' my life

Hey, never mind what haters say, ignore 'em 'til they fade away
Amazing they ungrateful after all the game I gave away
Safe to say I paved the way for you cats to get paid today
You'd still be wastin' days away now had I never saved the day

Consider them my protégé, homage I think they should pay
Instead of bein' gracious, they violate in a major way
I never been a hater, still, I love 'em in a crazy way
Some say they sold the yay' you know they couldn't get work on Labor Day

It ain't that black and white, it has an area the shade of gray
I'm Westside anyway, even if I left today and stayed away
Some move away to make a way, not move away 'cause they afraid
I brought back to the hood, and all you ever did was take away

I pray for patience but they make me wanna melt they face away
Like I once made 'em spray, now I could make 'em put the K's away
Been thuggin' all my life, can't say I don't deserve to take a break
You'd rather see me catch a case and watch my future fade away

You're gonna be, a shinin' star
In fancy clothes, and fancy car-ars
And then you'll see, you're gonna go far
'Cause everyone knows, just who ya are-are

So live your life (eh-eh-eh)
You steady chasin' that paper
Just live your life (oh, eh-eh-eh)
Ain't got no time for no haters
Just live your life (eh-eh-eh)
No tellin' where it'll take ya
Just live your life (oh, eh-eh-eh)
'Cause I'm a paper chaser

Just livin' my life (ayy) my life (oh)
My life (ayy) my life (oh)
Just livin' my life (ayy) my life (oh)
My life (ayy) my life (oh) just livin' my life

I'm the opposite of moderate, immaculately polished with
The spirit of a hustler and the swagger of a college kid
Allergic to the counterfeit, impartial to the politics
Articulate, but still I'll grab a nigga by the collar quick

Whoever havin' problems with their record sales just holler Tip
If that don't work and all else fails then turn around and follow Tip
I got love for the game, but ay I'm not in love with all of it
Could do without the fame, and rappers nowadays are comedy

The hootin' and the hollerin', back and forth with the arguin'
Where you from, who you know, what you make and what kind of car you in
Seems as though you lost sight of what's important when depositin'
Them checks into your bank account, and you up out of poverty

Your values is a disarray, prioritizin' horribly
Unhappy with the riches 'cause you're piss poor morally
Ignorin' all prior advice and forewarnin'
And we mighty full of ourselves all of a sudden, aren't we?

You're gonna be, a shinin' star
In fancy clothes, and fancy cars
And then you'll see, you're gonna go far
'Cause everyone knows, just who ya are-are

So live your life (eh-eh-eh)
You steady chasin' that paper
Just live your life (oh, eh-eh-eh)
Ain't got no time for no haters
Just live your life (eh-eh-eh)
No tellin' where it'll take ya
Just live your life (oh, eh-eh-eh)
'Cause I'm a paper chaser

Just livin' my life (ayy) my life (oh)
My life (ayy) my life (oh)
Just livin' my life (ayy) my life (oh)
My life (ayy) my life (oh) just livin' my life

Got everybody watchin' what I do, come walk in my shoes
And see the way I'm livin' if you really want to
Got my mind on my money
And I'm not goin' away

So keep on gettin' your paper, and keep on climbin'
Look in the mirror, and keep on shinin' (shinin')
Until the game ends, 'til the clock stop
We gon' post up on the top spot

Livin' the life, the life
In the Windmill City got my whole team with me
The life, my life
I do it how I wanna do
I'm livin' my life, my life
I will never lose
I'm livin' my life, my life
And I'll never stop it

Miya hee, miya ho, miya hu, miya ha-ha
Miya hee, miya ho, miya hu, miya ha-ha
Miya hee, miya ho, miya hu, miya ha-ha
Miya hee, miya ho, miya hu, miya ha-ha

So live your life
","Live Your Life (feat. Rihanna)","T.I."
"298","Soulja Boy Tell 'Em

Baby, you know that I miss you, I wanna get wit' you
Tonight, but I cannot, baby girl, and that's the issue
Girl, you know I miss you, I just wanna kiss you
But I can't right now so baby, kiss me through the phone (kiss me through the phone)
I'll see you later on (later on)
Kiss me through the phone (kiss me through the phone)
See you when I get home (when I get home)

Baby, I know that you like me, you my future wifey
Soulja Boy Tell 'Em, yeah
You can be my Bonnie, I can be your Clyde
You can be my wife, text me, call me

I need you in my life, yeah, all day, everyday I need ya
And every time I see ya, my feelings get deeper
I miss ya, I miss ya, I really wanna kiss you, but I can't
Six, seven, eight, triple-nine, eight, two, one, two

Baby, you know that I miss you, I wanna get wit' you
Tonight, but I cannot, baby girl, and that's the issue
Girl, you know I miss you, I just wanna kiss you
But I can't right now so, baby, kiss me through the phone (kiss me through the phone)
I'll see you later on (later on)
Kiss me through the phone (kiss me through the phone)
See you when I get home (when I get home)

Baby, I been thinkin', lately, so much about you
Everything about you, I like it, I love it
Kissin' you in public, thinkin' nothing of it
Roses by the dozen, talkin' on the phone

Baby, you so sexy, your voice is so lovely
I love your complexion, I miss ya
I miss ya, I miss ya, I really wanna kiss you but I can't
Six, seven, eight, triple-nine, eight, two, one, two

Baby, you know that I miss you, I wanna get wit' you
Tonight, but I cannot, baby girl, and that's the issue
Girl, you know I miss you, I just wanna kiss you
But I can't right now so, baby, kiss me through the phone (kiss me through the phone)
I'll see you later on (later on)
Kiss me through the phone (kiss me through the phone)
See you when I get home (when I get home)

She call my phone like
Da, da
Da-da-da-da, da, da
Da-da-da-da, da, da
Da-da-da-da

We on the phone like
Da, da
Da-da-da-da, da, da
Da-da-da-da, da, da
Da-da-da-da

We taking pics like
Da, da
Da-da-da-da, da, da
Da-da-da-da, da, da
Da-da-da-da

She dial my number like
Da, da
Da-da-da-da, da, da
Da-da-da-da
Six, seven, eight, triple-nine, eight, two, one, two

Baby, you know that I miss you, I wanna get wit' you
Tonight, but I cannot, baby girl, and that's the issue
Girl, you know I miss you, I just wanna kiss you
But I can't right now so, baby, kiss me through the phone (kiss me through the phone)
I'll see you later on (later on)
Kiss me through the phone (kiss me through the phone)
See you when I get home (see you when I get home)
","Kiss Me Thru the Phone (feat. Sammie)","Soulja Boy Tell 'Em"
"299","You know alot of girls be
Thinkin' my songs are about them, but
This is not to get confused
This one's for you

Baby, you my everything
You all I ever wanted
We could do it real big
Bigger than you ever done it
You be up on everything
Other hoes ain't ever on it
I want this forever
I swear I can spend whatever on it

'Cause she hold me down
Every time I hit her up
When I get right
I promise that we gon' live it up
She made me beg for it
'Til she give it up
And I say the same thing every single time

I say you the fuckin' best (ayy)
You the fuckin' best (ayy)
You the fuckin' best (ayy)
You the fuckin' best (ayy)
You the best I ever had (ayy)
Best I ever had (ayy)
Best I ever had (ayy)
Best I ever had
I say you the fuckin'-

Know you got a roommate
Call me when there's no one there
Put the key under the mat and you know I'll be over there (yup)
I'll be over there
Shorty, I'll be over there
I'll be hittin' all the spots that you ain't even know was there

Ha, and you don't even have to ask twice
You could have my heart or we can share it like the last slice
Always felt like you was so accustomed to the fast life
Have a nigga thinkin' that he met you in a past life

Sweatpants hair tied chillin' with no make-up on
That's when you're the prettiest
I hope that you don't take it wrong
You don't even trip when friends say you ain't bringin' Drake along
You know that I'm workin', I'll be there as soon as I make it home

And she a patient in my waitin' room
Never pay attention to the rumors and what they assume
And until them girls prove it
I'm the one that never get confused with, 'cause

Baby, you my everything
You all I ever wanted
We could do it real big
Bigger than you ever done it
You be up on everything
Other hoes ain't ever on it
I want this forever
I swear I can spend whatever on it

'Cause she hold me down
Every time I hit her up
When I get right
I promise that we gon' live it up
She made me beg for it
'Til she give it up
And I say the same thing every single time

I say you the fuckin' best (ayy)
You the fuckin' best (ayy)
You the fuckin' best (ayy)
You the fuckin' best (ayy)
You the best I ever had (ayy)
Best I ever had (ayy)
Best I ever had (ayy)
Best I ever had (ayy)
I say you the fuckin'-

Sex, love, pain, baby I be on that Tank shit
Buzz so big I could probably sell a blank disc
When my album drop, bitches'll buy it for the picture
And niggas'll buy it too and claim they got it for their sister
Magazine, paper girl, but money ain't the issue
They bring dinner to my room and ask me to initial
She call me ""The Referee"" 'cause I be so official
My shirt ain't got no stripes but I can make your pussy whistle

Like the Andy Griffith theme song
And who told you to put them jeans on?
Double cup love, you the one I lean on
Feelin' for a fix, then you should really get your fiend on

Yeah, just know my condo is the crack spot
Every single show she out there reppin' like a mascot
Get it from the back and make your fuckin' bra strap pop
All up in your slot 'til a nigga hit the jackpot, I'm sayin'

Baby, you my everything
You all I ever wanted
We could do it real big
Bigger than you ever done it
You be up on everything
Other hoes ain't ever on it
I want this forever
I swear I can spend whatever on it

'Cause she hold me down
Every time I hit her up
When I get right
I promise that we gon' live it up
She made me beg for it
'Til she give it up
And I say the same thing every single time

I say you the fuckin' best (ayy)
You the fuckin' best (ayy)
You the fuckin' best (ayy)
You the fuckin' best (ayy)
You the best I ever had (ayy)
Best I ever had (ayy)
Best I ever had (ayy)
Best I ever had (ayy)

I say you the fuckin' best (ayy)
You the fuckin' best (ayy)
You the fuckin' best (ayy)
You the fuckin' best (ayy)
You the best I ever had (ayy)
Best I ever had (ayy)
Best I ever had (ayy)
Best I ever had

Uh
Oh, yeah
See, this the type of joint you got to dedicate to somebody
Just make sure they that special somebody
Young Money
Yeah, yeah
You know who you are
I got you
","Best I Ever Had","Drake"
"300","Guess this means you're sorry, you're standin' at my door
Guess this means you take back all you said before
Like how much you wanted anyone but me
Said you'd never come back, but here you are again

'Cause we belong together now, yeah
Forever united here somehow, yeah
You got a piece of me, and honestly
My life (my life) would suck (would suck) without you

Maybe I was stupid for tellin' you goodbye
Maybe I was wrong for tryin' to pick a fight
I know that I've got issues, but you're pretty messed up too
Either way, I found out I'm nothing without you

'Cause we belong together now, yeah
Forever united here somehow, yeah
You got a piece of me, and honestly
My life (my life) would suck (would suck) without you

Being with you is so dysfunctional
I really shouldn't miss you, but I can't let you go
Oh yeah

'Cause we belong together now, yeah, yeah
Forever united here somehow, yeah
You got a piece of me, and honestly
My life (my life) would suck (would suck) without you

'Cause we belong (yeah) together now (together now), yeah
Forever united here somehow, yeah
You got a piece of me, and honestly
My life (my life) would suck (would suck) without you
","My Life Would Suck Without You","Kelly Clarkson"
"301","Everybody put your hands up

Remember those walls I built
Well, baby they're tumbling down
And they didn't even put up a fight
They didn't even make up (a sound)

I found a way to let you in
But I never really had a doubt
(Standing in the light of your halo)
(I got my angel now)

It's like I've been awakened
Every rule I had you breakin'
It's the risk that I'm takin'
I ain't never gonna shut you out

Everywhere I'm looking now
I'm surrounded by your embrace
Baby I can see your halo
You know you're my saving grace
You're everything we need and more
It's written all over your face
Baby I can feel your halo
Pray it won't fade away

I can feel your halo halo halo
I can see your halo halo halo
I can feel your halo halo halo
I can see your halo halo halo

Hit me like a ray of sun
Burning through my darkest night
You're the only one that I want
Think I'm addicted to your light

I swore I'd never fall again
But this don't even feel like falling
Gravity can't forget
To pull me back to the ground again

It's like I've been awakened
Every rule I had you breakin'
The risk that I'm takin'
I'm never gonna shut you out

Everywhere I'm looking now
I'm surrounded by your embrace
Baby I can feel your halo
Pray it won't fade away
You're everything we need and more
It's written all over your face
Baby I can feel your halo
Pray it won't fade away

I can feel your halo halo halo
I can see your halo halo halo
I can feel your halo halo halo
I can see your halo halo halo
I can feel your halo halo halo
I can see your halo halo halo
All right everybody, I need you right now
Put your hands together and sing with me
C'mon

I can feel your halo halo halo
I can see your halo halo halo
I can feel your halo halo halo
I can see your halo halo halo
I can feel your halo halo halo
I can see your halo halo halo
I can feel your halo halo halo
I can see your halo halo halo

That was the night I saw my hero perform for the very first time
That was the night I experienced the magic of Michael Jackson
Everyone, I want you to put your lighters in the air
Put your glowsticks in the air, put your cellphones in the air
And help us celebrate Michael's life

'Cause everywhere we're looking now
I'm surrounded by your embrace
Michael, we can feel your halo
You know you're my saving grace
You're everything we need and more
It's written all over your face
Michael, we can see your halo
Pray it won't fade away, no, no

Pray it won't fade away, pray it won't fade away
Pray it won't fade away, pray it won't fade away
Pray it won't fade away, no, pray it won't fade away, no
Pray it won't fade away, pray it won't fade away
Fade away, fade away
Fade away
I can feel it
Oh, I can breathe it
I can see your
I can feel your
Halo
","Halo","Beyoncé"
"302","You change your mind like a girl changes clothes
Yeah, you, PMS like a bitch, I would know
And you overthink, always speak cryptically
I should know that you're no good for me

'Cause you're hot, then you're cold
You're yes, then you're no
You're in, then you're out
You're up, then you're down
You're wrong when it's right
It's black, and it's white
We fight, we break up
We kiss, we make up

(You) you don't really wanna stay, no
(You) but you don't really wanna go, oh

You're hot, then you're cold
You're yes, then you're no
You're in, then you're out
You're up, then you're down

We used to be just like twins, so in sync
The same energy, now's a dead battery
Used to laugh (used to laugh) 'bout nothing ('bout nothing)
Now you're plain (now you're plain), boring (boring)
I should know (I should know) that you're not gonna change

'Cause you're hot, then you're cold
You're yes, then you're no
You're in, then you're out
You're up, then you're down
You're wrong when it's right
It's black, and it's white
We fight, we break up
We kiss, we make up

(You) you don't really wanna stay, no
(You) but you don't really wanna go, oh

You're hot, then you're cold
You're yes, then you're no
You're in, then you're out
You're up, then you're down

Someone, call the doctor
Got a case of a love bipolar
Stuck on a rollercoaster
Can't get off this ride
You change your mind like a girl changes clothes

'Cause you're hot, then you're cold
You're yes, then you're no
You're in, then you're out
You're up, then you're down
You're wrong when it's right
It's black, and it's white
We fight, we break up
We kiss, we make up

You're hot, then you're cold
You're yes, then you're no
You're in, then you're out
You're up, then you're down
You're wrong when it's right
It's black and it's white
We fight, we break up
We kiss, we make up

(You) you don't really wanna stay, no
(You) but you don't really wanna go, oh

You're hot, then you're cold
You're yes, then you're no
You're in, then you're out
You're up, then you're down
","Hot N Cold","Katy Perry"
"303","There's only two types of people in the world
The ones that entertain, and the ones that observe
Well, baby, I'm a put-on-a-show kind of girl
Don't like the back seat, gotta be first (oh-oh)
I'm like the ring leader, I call the shots (call the shots)
I'm like a firecracker, I make it hot

When I put on a show
I feel the adrenaline moving through my veins
Spotlight on me and I'm ready to break
I'm like a performer, the dance floor is my stage
Better be ready, hope that you feel the same

All eyes on me in the center of the ring just like a circus
When I crack that whip everybody gon' trip just like a circus
Don't stand there watching me, follow me, show me what you can do
Everybody let go, we can make a dance floor just like a circus

There's only two types of guys out there
Ones that can hang with me and ones that are scared
So, baby, I hope that you came prepared
I run a tight ship, so beware
I'm like the ring leader, I call the shots (call the shots)
I'm like a firecracker, I make it hot

When I put on a show
I feel the adrenaline moving through my veins
Spotlight on me and I'm ready to break
I'm like a performer, the dance floor is my stage
Better be ready, hope that you feel the same

All eyes on me in the center of the ring just like a circus
When I crack that whip everybody gon' trip just like a circus
Don't stand there watching me, follow me, show me what you can do
Everybody let go, we can make a dance floor just like a circus

Let's go
Let me see what you can do
I'm runnin' this (like-like-like-like a circus)
Yeah, like a what? (Like-like-like-like a circus)

All eyes on me in the center of the ring just like a circus
When I crack that whip everybody gon' trip just like a circus
Don't stand there watching me, follow me, show me what you can do
Everybody let go, we can make a dance floor just like a circus

All eyes on me in the center of the ring just like a circus
When I crack that whip everybody gon' trip just like a circus
Don't stand there watching me, follow me, show me what you can do
Everybody let go, we can make a dance floor just like a circus
","Circus","Britney Spears"
"304","Collie Buddz*
I smoke the best weed
I carefully pick out the stems and seeds (seeds)
The doctors orthers keeps my eyes a bleed
And ever night a different gal a breed (breed)
I never smoke alone
So mr weed man please pick up your phone (phone)
I need some herb to get inna the zone
And my girl kasandra needs a quarter pound (pound)
A just the video light bless up the woman keep them sitting tight (tight)
If you wah come back to my place I'll fuck you right
Anytime you want the ride girl just call me day or night (night)
It's just the medicine little bit of weed mix with the good liquor trigers my adrenaline
Little bit of weed never kill no one mr law so don't be mad at me, me, me
Legel or not that shit don't matter me, me, me

Day and night
I find myself thanking god for my left
Because I took all the wrong and made it right
And I picked rapping over dealing white, white, white
I took my fathers hustle, And I took all of my families struggle

Mixed it up with all my mothers pain, But wot you see is wot gives pitbull's a name, name, name

Because day and night
I find myself alone in this fame

They know my music but not my mind
They can try but they won't stop my hustle grind, grind, grind

Day and night
I toss and turn, I keep stressing my mind,
I look for peace but see I don't attain
What I need for keeps this silly game we play
Now look at this

Madness to magnet keeps attracting me, me
I try to run but see I'm not that fast
I think I'm first but surely finish last last

Because day and night
The lonely stoner seems to free his mind at night
He's all alone, through the day and night
The lonely loner seems to free his mind at night (at, at, at night)

Day and night
The lonely stoner seems to free his mind at night
He's all alone some things will never change (never change)
The lonely loner seems to free his mind at night (at, at, at night)

We born to die
So I get high just like I'm born to fly
I'm in the court wif marijuana eyes
We hit the clubs until the morning rise
Cause day and night
We run the streets
Hope I dnt pay dat prise
Dey qot d nerve to tell me press my brakes
And If I do how will rent qet paid paid
So now I'm thinkin dat
2OO stacks wat wuld it bring me back
Espically now dat reseccions hit

My only answer to my question is is
Okay now here is a thought
Streets is a marriage that u can divorce
Life is a bitch but I think I fell in love

So I treat the game just like I'm selling drugs, drugs

Because day and night
The lonely stoner seems to free his mind at night
He's all alone, through the day and night
The lonely loner seems to free his mind at night (at, at, at night)

(Trick trigga uh songz aye)
Tell me what's happening
I'm addicted to plastering
These rappers beats with my vocals
What happens when I'm ask 2 sing
No problem on instrumentals
I guess they ask 4 me
Then I answer give em cancer
And they come back for me
So why they mad at me
Cause my mental compacity
Get to over lapping them bastards
The audasity haters even clap 4 me
Realizing actually I represent the betterment
And they just late like letterman, man
Trey Song Page Long
List of who I'm better than
Contact my d a zon
I might need excederin
Sicker than I eva been
They won't me instead of em
And if they dislike it
I'm letting them so let em in (Come on)
Guess I'm spose to let em win
If u was to bet again
It be best if you would just
Put paper on the medicine
I'll let u know
I walk all thrrough ya vestibule
I guess u know I'll stretch ya hole
Her love drip on my testicals
T.M.I. but he is I
And I am him flying then
Perpellers u so jealous
You can tell us jus e mail us
I'm a problem no use in hatan
There ain't no calculating
I'm so nasty on the beat
Jus like a freak that's masterbatin
Be makin fashin statements
When I leave my place of residence
Feel like I'm intelligent
And everybody is hella dence
Irrelavent and the only exception is
My relevance u lookin at the future
If ever I'm in ya presence shit
Hated right trey be like
Haters get ya paper right
Swear u fly tellin lies
Couldn't live a faker life
They love it shout out
To kid cudi I like the little lovely
And ya city something pretty
Y da kids call u ugly
Man I'm buggin I be tripping
I be playing but they listening

I'm saying what the bidness
What u missing I'm the illest
I do this n my free time
Man u can search
But you will never
Find a week line
Yup!

Cause day n nite.
The lonely stoner seems to free his mind at nite
He's all alone through the day n nite.
The lonely loner seems to free his mind at nite, ah ah at nite.
Day n nite.
The lonely stoner seems to free his mind at nite.
He's all alone, some things will never change.
The lonely loner seems to free his mind at nite, ah ah at nite

Hold the phone...

The lonely stoner missed his solo doe low.
He's on the move, can't seem to shake the shake.
Within his dreams he sees the life he made.
Made.
The pain is deep...
A silent sleeper, you won't hear a peep, peep.
The girl he wants don't seem to want him too.
It seems the feelings that she had are through.

Through.

Cause day n nite.
The lonely stoner seems to free his mind at nite
He's all alone through the day n nite.
The lonely loner seems to free his mind at nite, ah ah at nite.
Day n nite.
The lonely stoner seems to free his mind at nite.
He's all alone, some things will never change.
The lonely loner seems to free his mind at nite, ah ah at nite

Slow mo...
When the tempo slows up and creates that new, new.
He seems alive, though he is feelin blue.
The sun is shinin man he's super cool.
Cool...
The lonely nites, they fade away he slips into his white Nikes.
He smokes a clip and then he's on the way,
To free his mind in search of...
To free his mind in search of...
To free his mind in search of...

Day n nite.
The lonely stoner seems to free his mind at nite
He's all alone through the day n nite.
The lonely loner seems to free his mind at nite, ah ah at nite.
Day n nite.
The lonely stoner seems to free his mind at nite.
He's all alone, some things will never change.
The lonely loner seems to free his mind at night, ah ah at night.
","Day 'n' Nite","Kid Cudi"
"305","I see your dirty face
Hide behind your collar
What is done in vain
Truth is hard to swallow
So you pray to God
To justify the way you live a lie, live a lie, live a lie
And you take your time
And you do your crime
Well you made your bed
I made mine

Because when I arrive
I, I bring the fire
Make you come alive
I can take you higher
What this is, forgot?
I must now remind you
Let it rock
Let it rock
Let it rock

Now the son's disgraced
He, who knew his father
When he cursed his name
Turned and chased the dollar
But it broke his heart
So he stuck his middle finger
To the world
To the world
To the world
And you take your time
And you stand in line
Well you'll get what's yours
I got mine

Because when I arrive
I, I bring the fire
Make you come alive
I can take you higher
What is this, forgot?
I must now remind you
Let it rock
Let it rock
Let it rock

Yeah!
Wayne's world
Planet Rock
Panties drop
And the tops
And she gonna rock 'til the camera stop
And I sing about angels like Angela (rock)
And Pamela (rock)
And Samantha (rock)
And Amanda
And Tamara
Ménagez-moi
I'm in here up like bitch what's up
Mechanic, me, I can fix you up
I can dick you up
I can dick you down
Shorty we can go wherever just pick a town
And my jewelry is louder than an engine sound
Big ass rocks like on the ground
Baby like socks that's on the ground
Weezy

Because when I arrive
I, I bring the fire
Make you come alive
I can take you higher
What this is, forgot?
I must now remind you
Let it rock
Let it rock
Let it rock

Because when I arrive
I, I bring the fire
Make you come alive
I can take you higher
What this is, forgot?
I must now remind you
Let it rock
Let it rock
Let it rock

I'm back like I forgot somethin'
I'm somethin'
Rollin' Rock rubbin' rap runnin'
Miles like I'm trying to get a flat stomach
Like Wayne the personal trainer
My aim is perfect I'll bang ya
Period, Like the remainder

I wish I could be
As cool as you
And I wish I could say
The things you do
But I can't and I won't live a lie
No not this time
","Let It Rock","Kevin Rudolf & Lil Wayne"
"306","Somebody call 911
Shawty fire burning on the dance floor, whoa
(Fire burning, fire burning)
Baby, you're on fire
Sean Kingston, Mr. 305, worldwide
(Hey, hey) Red One (hey, hey)

Shawty got that super thing
Hotter than the sun of south in Spain
Got me soon as I walked through the door, oh
My pocket started tickling
The way she dropped it low that thang
Got me wanna spend my money on her, her

She get it pop it, lock it, drop it, that birthday cake
Got a candle, need to blow that crazy flame away
Now take my red, black card and my jewellery
Shawty is cool like the fire, cool like fire

Somebody call 911
Shawty fire burning on the dance floor, whoa
I gotta cool her down
She wan' bring the roof to the ground on the dance floor
Whoa
She's fire burning, fire burning on the dance floor
That little shawty's fire burning on the dance floor
She's fire burning, fire burning on the dance floor
That little shawty's fire burning on the dance floor
(Fire burning, fire burning)

(Wuh-ju) ten cuida'o con el fuego
Que me quema los huevo'
Is a joke, but no lie, you're fire baby
Pull up, pull up, pull up and back up that bumper
Give it to me proper, can or yes?
But I'm no doctor
Do you need a check-up, hiccup?
Excuse me baby, abuse me, that's what I like
Seduce me

Baby, you fire, baby, you hot
Baby, you burning up the spot
This girl roll, this girl rolls on fire
But we don't need no water though
Let her go, let her do what she does
Someone, call 911, and let them know they better hurry their ass up

Somebody call 911
Shawty fire burning on the dance floor, whoa
I gotta cool her down
She wan' bring the roof to the ground on the dance floor
Whoa
She's fire burning, fire burning on the dance floor
That little shawty's fire burning on the dance floor
She's fire burning, fire burning on the dance floor
That little shawty's fire burning on the dance floor

She got that fire in her dance that'll make them fella's run around
Hey
No exit 'pon the dance floor, so them bwoys want more
Hey
She got that fire in her dance that'll make them fella's run around
Mandem, giddem a run, everybody, sing it now, hey
No exit 'pon the dance floor so them bwoys wan' more
What a gwaan? Let's go!
Mandem, let's go, hey!

She get it pop it, lock it, drop it, that birthday cake
Got a candle, need to blow that crazy flame away
Now take my red, black card and my jewellery
Shawty is cool like the fire, cool like fire

Somebody call 911
Shawty fire burning on the dance floor, whoa
I gotta cool her down
She wan' bring the roof to the ground on the dance floor
Whoa
She's fire burning, fire burning on the dance floor
That little shawty's fire burning on the dance floor
She's fire burning, fire burning on the dance floor
That little shawty's fire burning on the dance floor

Somebody call 911
","Fire Burning","Sean Kingston"
